PubChem CID,681,1220,1329,1922,2818,3559,3696,68551,448222,6439091,9954899,10026300,10885636,10907460,11005810,11071079,11113605,11154555,11430418,11730467,11957735,16038374,44469321,44469677,72548703,118016229,135156251
681,1,0.261862917,0.092386655,0.097222222,0.115911486,0.161983471,0.157723577,0.132457027,0.085122699,0.098317095,0.137418756,0.142857143,0.154952077,0.241610738,0.153110048,0.155518395,0.175046555,0.102918587,0.111864407,0.184675835,0.14091858,0.108564536,0.102413184,0.12732475,0.100460123,0.09451421,0.096064043
1220,0.261862917,1,0.225928734,0.198011599,0.208117444,0.279754601,0.203661327,0.265164645,0.208677686,0.234375,0.23715415,0.262308313,0.244730679,0.299638989,0.252061249,0.240673887,0.282694848,0.202272727,0.254365983,0.249006623,0.235344828,0.197906755,0.268922018,0.18363064,0.242127362,0.249061327,0.238600874
1329,0.092386655,0.225928734,1,0.600159617,0.307076101,0.204511278,0.216767372,0.33531746,0.479539642,0.344437461,0.355456286,0.365273312,0.206845238,0.203377386,0.205947955,0.199095023,0.176018447,0.207617625,0.419127086,0.167055167,0.33422639,0.266016713,0.479188901,0.235897436,0.403487673,0.510940272,0.468515309
1922,0.097222222,0.198011599,0.600159617,1,0.283764368,0.195488722,0.210084034,0.295024527,0.405245902,0.341513292,0.32586558,0.326086957,0.197194719,0.204265792,0.195222405,0.191435768,0.17357513,0.202995008,0.343873518,0.16856892,0.334065934,0.275755229,0.405186386,0.234527687,0.358668342,0.412322275,0.454601227
2818,0.115911486,0.208117444,0.307076101,0.283764368,1,0.223695844,0.293407614,0.334074074,0.336734694,0.316655243,0.76155268,0.477889837,0.248,0.256410256,0.240282686,0.239385727,0.228464419,0.262635379,0.334896182,0.218216319,0.298682284,0.257861635,0.406387665,0.23238255,0.325814536,0.375515009,0.378410439
3559,0.161983471,0.279754601,0.204511278,0.195488722,0.223695844,1,0.218566392,0.209205021,0.240199572,0.246019108,0.222397476,0.223538705,0.297029703,0.32133995,0.311639549,0.300896287,0.354107649,0.215617716,0.235471698,0.341040462,0.228769497,0.208940719,0.253850542,0.191648822,0.245576787,0.237351655,0.242424242
3696,0.157723577,0.203661327,0.216767372,0.210084034,0.293407614,0.218566392,1,0.286725664,0.231690141,0.219209915,0.281018899,0.232594937,0.214942529,0.208098988,0.214942529,0.211583924,0.210790464,0.219003476,0.239457831,0.201282051,0.223842196,0.229636899,0.264032073,0.242524917,0.221685083,0.240648379,0.242614708
68551,0.132457027,0.265164645,0.33531746,0.295024527,0.334074074,0.209205021,0.286725664,1,0.353199498,0.316069057,0.340831629,0.356797792,0.258591065,0.274290628,0.243633277,0.252622378,0.233602875,0.28975265,0.379449295,0.230558097,0.295903955,0.308904649,0.468276249,0.28248114,0.364890282,0.393375944,0.38905067
448222,0.085122699,0.208677686,0.479539642,0.405245902,0.336734694,0.240199572,0.231690141,0.353199498,1,0.400369004,0.386879215,0.386266094,0.228192603,0.226363009,0.229050279,0.215189873,0.198275862,0.224703419,0.42019347,0.190130624,0.339622642,0.299667774,0.526757608,0.245733788,0.439720443,0.505310229,0.521862578
6439091,0.098317095,0.234375,0.344437461,0.341513292,0.316655243,0.246019108,0.219209915,0.316069057,0.400369004,1,0.349062702,0.351036269,0.24119029,0.249609984,0.25,0.229612035,0.219771242,0.248025276,0.384713376,0.210743802,0.352941176,0.273962804,0.466487936,0.268255188,0.400609756,0.436394752,0.452173913
9954899,0.137418756,0.23715415,0.355456286,0.32586558,0.76155268,0.222397476,0.281018899,0.340831629,0.386879215,0.349062702,1,0.633280757,0.250996016,0.271634615,0.241106719,0.239323127,0.223509934,0.24305004,0.366455696,0.21440536,0.3462873,0.27878349,0.473456121,0.250956389,0.379685611,0.427837992,0.437644342
10026300,0.142857143,0.262308313,0.365273312,0.326086957,0.477889837,0.223538705,0.232594937,0.356797792,0.386266094,0.351036269,0.633280757,1,0.242280285,0.274919614,0.237381703,0.230584468,0.225726141,0.232466509,0.378033206,0.21458508,0.339088398,0.286443149,0.46893571,0.25499232,0.384942319,0.428082192,0.43956044
10885636,0.154952077,0.244730679,0.206845238,0.197194719,0.248,0.297029703,0.214942529,0.258591065,0.228192603,0.24119029,0.250996016,0.242280285,1,0.561151079,0.733766234,0.932835821,0.605263158,0.224654378,0.249622926,0.631669535,0.206375839,0.17472119,0.275445658,0.224864865,0.23783032,0.248284467,0.250314465
10907460,0.241610738,0.299638989,0.203377386,0.204265792,0.256410256,0.32133995,0.208098988,0.274290628,0.226363009,0.249609984,0.271634615,0.274919614,0.561151079,1,0.494490358,0.578710645,0.596463023,0.261682243,0.251121076,0.613712375,0.230964467,0.208490566,0.284482759,0.191709845,0.245322245,0.256537983,0.253125
11005810,0.153110048,0.252061249,0.205947955,0.195222405,0.240282686,0.311639549,0.214942529,0.243633277,0.229050279,0.25,0.241106719,0.237381703,0.733766234,0.494490358,1,0.676375405,0.517884914,0.233178654,0.235645041,0.536466775,0.20941968,0.17037037,0.268878719,0.211764706,0.239554318,0.243629584,0.26142132
11071079,0.155518395,0.240673887,0.199095023,0.191435768,0.239385727,0.300896287,0.211583924,0.252622378,0.215189873,0.229612035,0.239323127,0.230584468,0.932835821,0.578710645,0.676375405,1,0.636048527,0.218676123,0.239511823,0.66848816,0.202737382,0.164461248,0.261396422,0.219269103,0.228390724,0.234482759,0.237191651
11113605,0.175046555,0.282694848,0.176018447,0.17357513,0.228464419,0.354107649,0.210790464,0.233602875,0.198275862,0.219771242,0.223509934,0.225726141,0.605263158,0.596463023,0.517884914,0.636048527,1,0.20471464,0.216006216,0.860869565,0.183817062,0.162698413,0.23389437,0.18700114,0.203136137,0.211294416,0.204574333
11154555,0.102918587,0.202272727,0.207617625,0.202995008,0.262635379,0.215617716,0.219003476,0.28975265,0.224703419,0.248025276,0.24305004,0.232466509,0.224654378,0.261682243,0.233178654,0.218676123,0.20471464,1,0.287607171,0.208974359,0.1921797,0.224708171,0.260968661,0.209003215,0.234353268,0.242065961,0.259847522
11430418,0.111864407,0.254365983,0.419127086,0.343873518,0.334896182,0.235471698,0.239457831,0.379449295,0.42019347,0.384713376,0.366455696,0.378033206,0.249622926,0.251121076,0.235645041,0.239511823,0.216006216,0.287607171,1,0.207384132,0.335309618,0.290389972,0.518939394,0.256934307,0.400118203,0.473265074,0.475100172
11730467,0.184675835,0.249006623,0.167055167,0.16856892,0.218216319,0.341040462,0.201282051,0.230558097,0.190130624,0.210743802,0.21440536,0.21458508,0.631669535,0.613712375,0.536466775,0.66848816,0.860869565,0.208974359,0.207384132,1,0.185251799,0.150905433,0.219767442,0.184795322,0.199421965,0.198089172,0.197435897
11957735,0.14091858,0.235344828,0.33422639,0.334065934,0.298682284,0.228769497,0.223842196,0.295903955,0.339622642,0.352941176,0.3462873,0.339088398,0.206375839,0.230964467,0.20941968,0.202737382,0.183817062,0.1921797,0.335309618,0.185251799,1,0.264705882,0.412663755,0.251457119,0.375559821,0.391431925,0.426497278
16038374,0.108564536,0.197906755,0.266016713,0.275755229,0.257861635,0.208940719,0.229636899,0.308904649,0.299667774,0.273962804,0.27878349,0.286443149,0.17472119,0.208490566,0.17037037,0.164461248,0.162698413,0.224708171,0.290389972,0.150905433,0.264705882,1,0.343350028,0.279114533,0.318212141,0.313209803,0.330085262
44469321,0.102413184,0.268922018,0.479188901,0.405186386,0.406387665,0.253850542,0.264032073,0.468276249,0.526757608,0.466487936,0.473456121,0.46893571,0.275445658,0.284482759,0.268878719,0.261396422,0.23389437,0.260968661,0.518939394,0.219767442,0.412663755,0.343350028,1,0.286197183,0.548625793,0.632642487,0.617525773
44469677,0.12732475,0.18363064,0.235897436,0.234527687,0.23238255,0.191648822,0.242524917,0.28248114,0.245733788,0.268255188,0.250956389,0.25499232,0.224864865,0.191709845,0.211764706,0.219269103,0.18700114,0.209003215,0.256934307,0.184795322,0.251457119,0.279114533,0.286197183,1,0.29020979,0.270602706,0.279127726
72548703,0.100460123,0.242127362,0.403487673,0.358668342,0.325814536,0.245576787,0.221685083,0.364890282,0.439720443,0.400609756,0.379685611,0.384942319,0.23783032,0.245322245,0.239554318,0.228390724,0.203136137,0.234353268,0.400118203,0.199421965,0.375559821,0.318212141,0.548625793,0.29020979,1,0.508898776,0.496674058
118016229,0.09451421,0.249061327,0.510940272,0.412322275,0.375515009,0.237351655,0.240648379,0.393375944,0.505310229,0.436394752,0.427837992,0.428082192,0.248284467,0.256537983,0.243629584,0.234482759,0.211294416,0.242065961,0.473265074,0.198089172,0.391431925,0.313209803,0.632642487,0.270602706,0.508898776,1,0.548780488
135156251,0.096064043,0.238600874,0.468515309,0.454601227,0.378410439,0.242424242,0.242614708,0.38905067,0.521862578,0.452173913,0.437644342,0.43956044,0.250314465,0.253125,0.26142132,0.237191651,0.204574333,0.259847522,0.475100172,0.197435897,0.426497278,0.330085262,0.617525773,0.279127726,0.496674058,0.548780488,1
